Time	ExecuteThreadTotalCount	ExecuteThreadIdleCount	QueueLength	PendingUserRequestCount	CompletedRequestCount	HoggingThreadCount	StandbyThreadCount	Throughput	HealthState
2009-03-02 00:49:01	8	3	0	0	715305	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:50:01	8	3	0	0	715558	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:51:01	8	3	0	0	715812	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:52:01	8	3	0	0	716066	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:53:01	8	3	0	0	716318	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:54:02	8	3	0	0	716571	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:55:02	8	3	0	0	716823	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:56:02	8	3	0	0	717078	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:57:02	8	3	0	0	717329	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:58:02	8	3	0	0	717581	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 00:59:03	8	3	0	0	717834	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:00:00	8	3	0	0	718077	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:01:00	8	3	0	0	718333	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:02:00	8	3	0	0	718586	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:03:00	8	3	0	0	718837	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:04:00	8	3	0	0	719089	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:05:01	8	3	0	0	719341	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:06:01	8	3	0	0	719596	0	5	5.970149253731344	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:07:01	8	3	0	0	719848	0	5	5.970149253731344	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:08:01	8	3	0	0	720101	0	5	5.970149253731344	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:09:01	8	3	0	0	720352	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:10:02	8	3	0	0	720605	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:11:02	8	3	0	0	720859	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:12:02	8	3	0	0	721111	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:13:02	8	3	0	0	721362	0	5	1.492537313432836	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:14:02	8	3	0	0	721617	0	5	1.492537313432836	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:15:00	8	3	0	0	721862	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:16:00	8	3	0	0	722120	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:17:00	8	3	0	0	722374	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:18:00	8	3	0	0	722626	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:19:00	8	3	0	0	722877	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:20:01	8	3	0	0	723130	0	5	6.467661691542289	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:21:01	8	3	0	0	723384	0	5	6.467661691542289	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:22:01	8	3	0	0	723637	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:23:01	8	3	0	0	723889	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:24:01	8	3	0	0	724141	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:25:02	8	3	0	0	724393	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:26:02	8	3	0	0	724656	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:27:02	8	3	0	0	724907	0	5	5.970149253731344	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:28:02	8	3	0	0	725159	0	5	6.467661691542289	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:29:02	8	3	0	0	725411	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:30:00	8	3	0	0	725654	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:31:00	8	3	0	0	725909	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:32:00	8	3	0	0	726164	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:33:00	8	3	0	0	726415	0	5	4.48654037886341	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:34:00	8	3	0	0	726668	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:35:01	8	3	0	0	726920	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:36:01	8	3	0	0	727175	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:37:01	8	3	0	0	727426	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:38:01	8	3	0	0	727680	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:39:01	8	3	0	0	727931	0	5	3.9761431411530817	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:40:02	8	3	0	0	728185	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:41:02	8	3	0	0	728439	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:42:02	8	3	0	0	728691	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:43:02	8	3	0	0	728942	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:44:02	8	3	0	0	729195	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:45:00	8	3	0	0	729436	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:46:00	8	3	0	0	729692	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:47:00	8	3	0	0	729944	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:48:00	8	3	0	0	730198	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:49:00	8	3	0	0	730449	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:50:01	8	3	0	0	730702	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:51:01	8	3	0	0	730956	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:52:01	8	3	0	0	731208	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:53:01	8	3	0	0	731462	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:54:01	8	3	0	0	731714	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:55:02	8	3	0	0	731965	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:56:02	8	3	0	0	732222	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:57:02	8	3	0	0	732473	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:58:02	8	3	0	0	732725	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 01:59:02	8	3	0	0	732977	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:00:00	8	3	0	0	733220	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:01:00	8	3	0	0	733474	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:02:00	8	3	0	0	733728	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:03:00	8	3	0	0	733981	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:04:00	8	3	0	0	734233	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:05:01	8	3	0	0	734485	0	5	3.970223325062035	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:06:01	8	3	0	0	734740	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:07:01	8	3	0	0	734991	0	5	4.470938897168406	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:08:01	8	3	0	0	735244	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:09:01	8	3	0	0	735496	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:10:02	8	3	0	0	735750	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:11:02	8	3	0	0	736005	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:12:02	8	3	0	0	736261	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:13:02	8	3	0	0	736512	0	5	3.479125248508946	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:14:02	8	3	0	0	736765	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:15:00	8	3	0	0	737008	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:16:00	8	3	0	0	737263	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:17:00	8	3	0	0	737516	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:18:00	8	3	0	0	737768	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:19:00	8	3	0	0	738021	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:20:01	8	3	0	0	738274	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:21:01	8	3	0	0	738528	0	5	5.970149253731344	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:22:01	8	3	0	0	738785	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:23:01	8	3	0	0	739037	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:24:01	8	3	0	0	739290	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:25:02	8	3	0	0	739541	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:26:02	8	3	0	0	739797	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:27:02	8	3	0	0	740048	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:28:02	8	3	0	0	740300	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:29:02	8	3	0	0	740552	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:30:00	8	3	0	0	740796	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:31:00	8	3	0	0	741050	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:32:00	8	3	0	0	741303	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:33:00	8	3	0	0	741555	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:34:00	8	3	0	0	741809	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:35:01	8	3	0	0	742061	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:36:01	8	3	0	0	742316	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:37:01	8	3	0	0	742567	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:38:01	8	3	0	0	742821	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:39:01	8	3	0	0	743072	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:40:02	8	3	0	0	743325	0	5	3.988035892323031	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:41:02	8	3	0	0	743580	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:42:02	8	3	0	0	743832	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:43:02	8	3	0	0	744083	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:44:02	8	3	0	0	744336	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:45:00	8	3	0	0	744578	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:46:00	8	3	0	0	744833	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:47:00	8	3	0	0	745085	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:48:00	8	3	0	0	745338	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:49:00	8	3	0	0	745589	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:50:01	8	3	0	0	745844	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:51:01	8	3	0	0	746099	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:52:01	8	3	0	0	746351	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:53:01	8	3	0	0	746603	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:54:01	8	3	0	0	746855	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:55:02	8	3	0	0	747106	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:56:02	8	3	0	0	747363	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:57:02	8	3	0	0	747614	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:58:02	8	3	0	0	747866	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 02:59:02	8	3	0	0	748118	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:00:00	8	3	0	0	748362	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:01:00	8	3	0	0	748616	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:02:00	8	3	0	0	748869	0	5	4.475385380407757	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:03:00	8	3	0	0	749121	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:04:00	8	3	0	0	749373	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:05:01	8	3	0	0	749627	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:06:01	8	3	0	0	749884	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:07:01	8	3	0	0	750135	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:08:01	8	3	0	0	750391	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:09:01	8	3	0	0	750642	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:10:02	8	3	0	0	750894	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:11:02	8	3	0	0	751150	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:12:02	8	3	0	0	751402	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:13:02	8	3	0	0	751653	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:14:02	8	3	0	0	751906	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:15:00	8	3	0	0	752150	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:16:00	8	3	0	0	752405	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:17:00	8	3	0	0	752657	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:18:00	8	3	0	0	752917	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:19:00	8	3	0	0	753169	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:20:01	8	3	0	0	753422	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:21:01	8	3	0	0	753678	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:22:01	8	3	0	0	753930	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:23:01	8	3	0	0	754182	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:24:01	8	3	0	0	754434	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:25:02	8	3	0	0	754685	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:26:02	8	3	0	0	754942	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:27:02	8	3	0	0	755193	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:28:02	8	3	0	0	755445	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:29:02	8	3	0	0	755697	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:30:00	8	3	0	0	755940	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:31:00	8	3	0	0	756194	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:32:00	8	3	0	0	756447	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:33:00	8	3	0	0	756698	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:34:00	8	3	0	0	756950	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:35:01	8	3	0	0	757203	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:36:01	8	3	0	0	757460	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:37:01	8	3	0	0	757712	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:38:01	8	3	0	0	757965	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:39:01	8	3	0	0	758217	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:40:02	8	3	0	0	758469	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:41:02	8	3	0	0	758724	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:42:02	8	3	0	0	758977	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:43:02	8	3	0	0	759228	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:44:02	8	3	0	0	759481	0	5	4.975124378109452	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:45:00	8	3	0	0	759722	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:46:00	8	3	0	0	759978	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:47:00	8	3	0	0	760230	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:48:00	8	3	0	0	760482	0	5	2.985074626865672	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:49:00	8	3	0	0	760733	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:50:01	8	3	0	0	760987	0	5	3.9800995024875623	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:51:01	8	3	0	0	761243	0	5	2.487562189054726	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:52:01	8	3	0	0	761495	0	5	3.482587064676617	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:53:01	8	3	0	0	761747	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:54:01	8	3	0	0	761999	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:55:02	8	3	0	0	762255	0	5	4.473161033797217	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:56:02	8	3	0	0	762511	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:57:02	8	3	0	0	762763	0	5	5.970149253731344	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:58:02	8	3	0	0	763015	0	5	4.488778054862843	State:HEALTH_OK,ReasonCode:[]
2009-03-02 03:59:02	8	3	0	0	763267	0	5	5.472636815920398	State:HEALTH_OK,ReasonCode:[]
2009-03-02 04:00:00	8	2	0	0	763506	0	5	4.477611940298507	State:HEALTH_OK,ReasonCode:[]
